securities

tradedate;secid;correction;crtyield;crtprice
27.04.2018;SU25083RMFS5;0,0189;6,82;100,8970
27.04.2018;SU26205RMFS3;-0,0588;6,68;102,6825
27.04.2018;SU26207RMFS9;0,0395;7,24;106,6979
27.04.2018;SU26208RMFS7;-0,0784;6,37;100,9449
27.04.2018;SU26210RMFS3;0,0001;6,59;100,4563
27.04.2018;SU26212RMFS9;-0,0011;7,27;99,3220
27.04.2018;SU26214RMFS5;-0,0199;6,63;99,7307
27.04.2018;SU26215RMFS2;-0,0890;6,86;101,0107
27.04.2018;SU26216RMFS0;0,1029;6,59;100,2113
27.04.2018;SU26217RMFS8;0,0000;6,77;102,4299
27.04.2018;SU26218RMFS6;-0,0468;7,41;110,2406
27.04.2018;SU26219RMFS4;0,0617;7,24;104,0124
27.04.2018;SU26220RMFS2;0,0000;6,89;102,4189
27.04.2018;SU26221RMFS0;0,0000;7,54;102,6499
27.04.2018;SU26222RMFS8;0,0065;7,05;100,8624
27.04.2018;SU26225RMFS1;-0,0621;7,53;98,5456
28.04.2018;SU25083RMFS5;0,0000;6,75;101,0759
28.04.2018;SU26205RMFS3;-0,0383;6,65;102,7503
28.04.2018;SU26207RMFS9;0,0662;7,25;106,6511
28.04.2018;SU26208RMFS7;-0,0100;6,38;100,9236
28.04.2018;SU26210RMFS3;0,0284;6,57;100,4721
28.04.2018;SU26212RMFS9;0,0000;7,25;99,4275
28.04.2018;SU26214RMFS5;-0,0005;6,60;99,7673
28.04.2018;SU26215RMFS2;-0,0535;6,87;100,9830
28.04.2018;SU26216RMFS0;0,0656;6,50;100,2748
28.04.2018;SU26217RMFS8;-0,0016;6,72;102,5581
28.04.2018;SU26218RMFS6;-0,0211;7,41;110,2717
28.04.2018;SU26219RMFS4;0,0771;7,24;104,0170
28.04.2018;SU26220RMFS2;0,0000;6,85;102,5357
28.04.2018;SU26221RMFS0;0,0000;7,51;102,8561
28.04.2018;SU26222RMFS8;0,0000;7,03;100,9399
28.04.2018;SU26225RMFS1;-0,0467;7,52;98,6526
30.04.2018;SU25083RMFS5;0,0000;6,76;101,0565
30.04.2018;SU26205RMFS3;-0,0030;6,69;102,6556
30.04.2018;SU26207RMFS9;0,0321;7,22;106,7732
30.04.2018;SU26208RMFS7;-0,0132;6,34;100,9481
30.04.2018;SU26210RMFS3;0,0000;6,53;100,5185
30.04.2018;SU26212RMFS9;0,0000;7,25;99,4033
30.04.2018;SU26214RMFS5;0,0000;6,60;99,7704
30.04.2018;SU26215RMFS2;-0,0399;6,89;100,9159
30.04.2018;SU26216RMFS0;0,0453;6,45;100,3130
30.04.2018;SU26217RMFS8;0,0000;6,73;102,5340
30.04.2018;SU26218RMFS6;-0,0236;7,41;110,2707
30.04.2018;SU26219RMFS4;0,0728;7,24;103,9607
30.04.2018;SU26220RMFS2;0,0000;6,86;102,5086
30.04.2018;SU26221RMFS0;0,0000;7,51;102,8357
30.04.2018;SU26222RMFS8;0,0003;7,03;100,9093
30.04.2018;SU26225RMFS1;-0,0587;7,51;98,7567
02.05.2018;SU25083RMFS5;0,0000;6,78;101,0142
02.05.2018;SU26205RMFS3;-0,0215;6,70;102,6395
02.05.2018;SU26207RMFS9;0,0348;7,23;106,7297
02.05.2018;SU26208RMFS7;-0,0174;6,44;100,8847
02.05.2018;SU26210RMFS3;-0,0237;6,57;100,4741
02.05.2018;SU26212RMFS9;-0,0013;7,26;99,3691
02.05.2018;SU26214RMFS5;-0,0190;6,63;99,7356
02.05.2018;SU26215RMFS2;-0,0658;6,87;101,0090
02.05.2018;SU26216RMFS0;0,1010;6,60;100,1917
02.05.2018;SU26217RMFS8;0,0000;6,75;102,4812
02.05.2018;SU26218RMFS6;-0,0438;7,40;110,3632
02.05.2018;SU26219RMFS4;0,0666;7,24;103,9771
02.05.2018;SU26220RMFS2;0,0000;6,87;102,4861
02.05.2018;SU26221RMFS0;0,0184;7,54;102,6405
02.05.2018;SU26222RMFS8;0,0526;7,09;100,6789
02.05.2018;SU26225RMFS1;-0,0652;7,51;98,7715
03.05.2018;SU25083RMFS5;0,0219;6,86;100,7656
03.05.2018;SU26205RMFS3;-0,0652;6,71;102,5997
03.05.2018;SU26207RMFS9;0,0744;7,33;106,0974
03.05.2018;SU26208RMFS7;-0,1037;6,44;100,8745
03.05.2018;SU26210RMFS3;0,0000;6,64;100,3670
03.05.2018;SU26212RMFS9;0,0000;7,33;98,9450
03.05.2018;SU26214RMFS5;-0,0234;6,67;99,6628
03.05.2018;SU26215RMFS2;-0,0657;6,93;100,7492
03.05.2018;SU26216RMFS0;0,1251;6,70;100,0977
03.05.2018;SU26217RMFS8;0,0000;6,81;102,3134
03.05.2018;SU26218RMFS6;-0,0354;7,48;109,6590
03.05.2018;SU26219RMFS4;0,0769;7,31;103,5413
03.05.2018;SU26220RMFS2;0,0000;6,93;102,2508
03.05.2018;SU26221RMFS0;0,0000;7,60;102,1206
03.05.2018;SU26222RMFS8;0,0000;7,10;100,6239
03.05.2018;SU26225RMFS1;-0,0532;7,60;97,9762
04.05.2018;SU25083RMFS5;0,0221;6,84;100,7937
04.05.2018;SU26205RMFS3;-0,0948;6,66;102,6803
04.05.2018;SU26207RMFS9;0,0776;7,32;106,1351
04.05.2018;SU26208RMFS7;-0,1046;6,36;100,8923
04.05.2018;SU26210RMFS3;0,0620;6,67;100,3025
04.05.2018;SU26212RMFS9;0,0000;7,31;99,0006
04.05.2018;SU26214RMFS5;-0,0101;6,66;99,6498
04.05.2018;SU26215RMFS2;-0,0811;6,90;100,8398
04.05.2018;SU26216RMFS0;0,1330;6,64;100,1186
04.05.2018;SU26217RMFS8;-0,0068;6,78;102,3497
04.05.2018;SU26218RMFS6;-0,0293;7,47;109,7248
04.05.2018;SU26219RMFS4;0,0896;7,31;103,5222
04.05.2018;SU26220RMFS2;0,0267;6,94;102,1879
04.05.2018;SU26221RMFS0;-0,0110;7,57;102,3163
04.05.2018;SU26222RMFS8;0,0665;7,15;100,3542
04.05.2018;SU26225RMFS1;-0,0669;7,57;98,2067
07.05.2018;SU25083RMFS5;0,0260;6,82;100,8905
07.05.2018;SU26205RMFS3;-0,0445;6,68;102,6731
07.05.2018;SU26207RMFS9;0,0373;7,28;106,3965
07.05.2018;SU26208RMFS7;-0,0648;6,34;100,9411
07.05.2018;SU26210RMFS3;0,0000;6,56;100,4948
07.05.2018;SU26212RMFS9;-0,0029;7,32;98,9887
07.05.2018;SU26214RMFS5;-0,0249;6,60;99,7926
07.05.2018;SU26215RMFS2;-0,0586;6,90;100,8808
07.05.2018;SU26216RMFS0;0,0904;6,54;100,2451
07.05.2018;SU26217RMFS8;-0,0002;6,76;102,4413
07.05.2018;SU26218RMFS6;-0,0632;7,47;109,7244
07.05.2018;SU26219RMFS4;0,0928;7,31;103,5537
07.05.2018;SU26220RMFS2;0,0488;6,94;102,2288
07.05.2018;SU26221RMFS0;-0,0534;7,57;102,3071
07.05.2018;SU26222RMFS8;0,0457;7,11;100,5714
07.05.2018;SU26225RMFS1;-0,1349;7,55;98,3521
08.05.2018;SU25083RMFS5;0,0000;6,83;100,8366
08.05.2018;SU26205RMFS3;-0,0625;6,70;102,5927
08.05.2018;SU26207RMFS9;0,0949;7,39;105,7032
08.05.2018;SU26208RMFS7;-0,0623;6,39;100,8800
08.05.2018;SU26210RMFS3;0,0223;6,63;100,3706
08.05.2018;SU26212RMFS9;0,0001;7,37;98,6168
08.05.2018;SU26214RMFS5;-0,0139;6,66;99,6678
08.05.2018;SU26215RMFS2;-0,0134;6,99;100,4973
08.05.2018;SU26216RMFS0;0,1313;6,63;100,1455
08.05.2018;SU26217RMFS8;-0,0353;6,76;102,4074
08.05.2018;SU26218RMFS6;-0,0545;7,52;109,2758
08.05.2018;SU26219RMFS4;0,0798;7,35;103,2781
08.05.2018;SU26220RMFS2;0,0000;6,93;102,2269
08.05.2018;SU26221RMFS0;-0,0399;7,62;101,8637
08.05.2018;SU26222RMFS8;0,0438;7,16;100,3025
08.05.2018;SU26225RMFS1;-0,1180;7,60;97,9070
10.05.2018;SU25083RMFS5;0,0007;6,82;100,8849
10.05.2018;SU26205RMFS3;-0,1079;6,64;102,7795
10.05.2018;SU26207RMFS9;0,0744;7,34;105,9805
10.05.2018;SU26208RMFS7;-0,0993;6,33;100,9442
10.05.2018;SU26210RMFS3;0,0167;6,60;100,4343
10.05.2018;SU26212RMFS9;-0,0041;7,34;98,8657
10.05.2018;SU26214RMFS5;-0,0637;6,59;99,8254
10.05.2018;SU26215RMFS2;-0,0785;6,91;100,8732
10.05.2018;SU26216RMFS0;0,1129;6,59;100,1929
10.05.2018;SU26217RMFS8;-0,0050;6,78;102,3815
10.05.2018;SU26218RMFS6;-0,0475;7,49;109,5662
10.05.2018;SU26219RMFS4;0,0964;7,34;103,3234
10.05.2018;SU26220RMFS2;0,0013;6,92;102,2902
10.05.2018;SU26221RMFS0;-0,0336;7,59;102,1566
10.05.2018;SU26222RMFS8;0,0599;7,15;100,3407
10.05.2018;SU26225RMFS1;-0,1034;7,58;98,2044
11.05.2018;SU25083RMFS5;0,0282;6,80;100,9126
11.05.2018;SU26205RMFS3;-0,1015;6,60;102,8131
11.05.2018;SU26207RMFS9;0,0864;7,32;106,1182
11.05.2018;SU26208RMFS7;-0,0816;6,35;100,8785
11.05.2018;SU26210RMFS3;0,0000;6,55;100,4619
11.05.2018;SU26212RMFS9;-0,0043;7,31;99,0149
11.05.2018;SU26214RMFS5;-0,1072;6,50;99,9271
11.05.2018;SU26215RMFS2;-0,0726;6,87;100,9608
11.05.2018;SU26216RMFS0;0,1304;6,60;100,1545
11.05.2018;SU26217RMFS8;-0,0272;6,71;102,5255
11.05.2018;SU26218RMFS6;-0,0533;7,47;109,6790
11.05.2018;SU26219RMFS4;0,1022;7,31;103,5099
11.05.2018;SU26220RMFS2;0,0177;6,89;102,3615
11.05.2018;SU26221RMFS0;-0,0519;7,56;102,3505
11.05.2018;SU26222RMFS8;0,0679;7,12;100,4903
11.05.2018;SU26225RMFS1;-0,1220;7,55;98,3220
14.05.2018;SU25083RMFS5;0,0001;6,85;100,7838
14.05.2018;SU26205RMFS3;-0,1185;6,66;102,7131
14.05.2018;SU26207RMFS9;0,0367;7,34;105,9461
14.05.2018;SU26208RMFS7;-0,1102;6,38;100,8922
14.05.2018;SU26210RMFS3;0,0071;6,63;100,3858
14.05.2018;SU26212RMFS9;-0,0626;7,33;98,9538
14.05.2018;SU26214RMFS5;-0,0482;6,63;99,7379
14.05.2018;SU26215RMFS2;-0,1083;6,91;100,8554
14.05.2018;SU26216RMFS0;0,1419;6,67;100,1099
14.05.2018;SU26217RMFS8;-0,0700;6,75;102,4648
14.05.2018;SU26218RMFS6;-0,1111;7,48;109,6734
14.05.2018;SU26219RMFS4;0,0509;7,33;103,3476
14.05.2018;SU26220RMFS2;0,0000;6,95;102,1649
14.05.2018;SU26221RMFS0;-0,0980;7,58;102,2679
14.05.2018;SU26222RMFS8;0,0016;7,13;100,4538
14.05.2018;SU26225RMFS1;-0,1590;7,58;98,2390
15.05.2018;SU25083RMFS5;0,0038;6,89;100,6627
15.05.2018;SU26205RMFS3;-0,0187;6,81;102,3203
15.05.2018;SU26207RMFS9;0,0755;7,37;105,7654
15.05.2018;SU26208RMFS7;-0,0599;6,60;100,7282
15.05.2018;SU26210RMFS3;-0,0296;6,71;100,2755
15.05.2018;SU26211RMFS1;-0,0614;6,93;100,7094
15.05.2018;SU26212RMFS9;-0,0044;7,36;98,7236
15.05.2018;SU26214RMFS5;-0,0692;6,70;99,6196
15.05.2018;SU26215RMFS2;-0,0987;6,94;100,7224
15.05.2018;SU26216RMFS0;0,1050;6,79;103,3431
15.05.2018;SU26217RMFS8;-0,0430;6,82;102,2652
15.05.2018;SU26218RMFS6;-0,0316;7,50;109,4686
15.05.2018;SU26219RMFS4;0,0680;7,34;103,2828
15.05.2018;SU26220RMFS2;0,0000;6,98;102,0669
15.05.2018;SU26221RMFS0;-0,0067;7,60;102,0737
15.05.2018;SU26222RMFS8;0,0091;7,15;100,3472
15.05.2018;SU26225RMFS1;-0,0599;7,60;98,0506
16.05.2018;SU25083RMFS5;0,0000;6,94;100,5160
16.05.2018;SU26205RMFS3;-0,0803;6,81;102,2842
16.05.2018;SU26207RMFS9;0,0713;7,36;105,9243
16.05.2018;SU26208RMFS7;-0,1012;6,51;100,7751
16.05.2018;SU26210RMFS3;0,0000;6,76;100,2039
16.05.2018;SU26211RMFS1;-0,1100;6,91;100,6918
16.05.2018;SU26212RMFS9;-0,0039;7,35;98,7852
16.05.2018;SU26214RMFS5;-0,0199;6,80;99,4468
16.05.2018;SU26215RMFS2;-0,1396;6,92;100,6978
16.05.2018;SU26216RMFS0;0,1258;6,78;100,0325
16.05.2018;SU26217RMFS8;0,0000;6,92;101,9838
16.05.2018;SU26218RMFS6;-0,0185;7,51;109,4228
16.05.2018;SU26219RMFS4;0,0729;7,34;103,3795
16.05.2018;SU26220RMFS2;-0,0211;6,99;102,0187
16.05.2018;SU26221RMFS0;-0,0135;7,59;102,1974
16.05.2018;SU26222RMFS8;0,0086;7,15;100,3481
16.05.2018;SU26225RMFS1;-0,0807;7,57;98,1501
17.05.2018;SU25083RMFS5;0,0182;6,92;100,5819
17.05.2018;SU26205RMFS3;-0,1460;6,71;102,5453
17.05.2018;SU26207RMFS9;0,0562;7,33;106,0765
17.05.2018;SU26208RMFS7;-0,0556;6,58;100,7338
17.05.2018;SU26210RMFS3;0,0000;6,75;100,2039
17.05.2018;SU26211RMFS1;-0,1211;6,87;100,8873
17.05.2018;SU26212RMFS9;-0,0008;7,34;98,8776
17.05.2018;SU26214RMFS5;-0,0480;6,75;99,5224
17.05.2018;SU26215RMFS2;-0,1568;6,88;100,9209
17.05.2018;SU26216RMFS0;0,0927;6,77;100,0301
17.05.2018;SU26217RMFS8;0,0018;6,88;102,0834
17.05.2018;SU26218RMFS6;-0,0052;7,50;109,5071
17.05.2018;SU26219RMFS4;0,0668;7,32;103,4688
17.05.2018;SU26220RMFS2;-0,0001;6,98;102,0539
17.05.2018;SU26221RMFS0;-0,0060;7,57;102,3515
17.05.2018;SU26222RMFS8;0,0030;7,13;100,4502
17.05.2018;SU26225RMFS1;-0,0543;7,57;98,2537
18.05.2018;SU25083RMFS5;0,0024;6,95;100,4400
18.05.2018;SU26205RMFS3;-0,1233;6,77;102,3535
18.05.2018;SU26207RMFS9;0,0458;7,36;105,8259
18.05.2018;SU26208RMFS7;-0,0613;6,55;100,7102
18.05.2018;SU26210RMFS3;0,0158;6,77;100,1483
18.05.2018;SU26211RMFS1;-0,1404;6,90;100,7246
18.05.2018;SU26212RMFS9;-0,0092;7,37;98,6176
18.05.2018;SU26214RMFS5;0,0000;6,81;99,3842
18.05.2018;SU26215RMFS2;-0,1836;6,90;100,7840
18.05.2018;SU26216RMFS0;0,1406;6,80;99,9687
18.05.2018;SU26217RMFS8;-0,0018;6,92;101,9266
18.05.2018;SU26218RMFS6;-0,0308;7,52;109,2585
18.05.2018;SU26219RMFS4;0,0565;7,35;103,2317
18.05.2018;SU26220RMFS2;-0,0187;7,01;101,8878
18.05.2018;SU26221RMFS0;-0,0086;7,62;101,9092
18.05.2018;SU26222RMFS8;0,0000;7,17;100,2126
18.05.2018;SU26225RMFS1;-0,0645;7,61;97,8475
21.05.2018;SU25083RMFS5;0,0280;6,95;100,4954
21.05.2018;SU26205RMFS3;-0,1357;6,73;102,4887
21.05.2018;SU26207RMFS9;0,0612;7,37;105,8186
21.05.2018;SU26208RMFS7;-0,0619;6,57;100,7297
21.05.2018;SU26210RMFS3;0,0801;6,82;100,1250
21.05.2018;SU26211RMFS1;-0,1042;6,91;100,7397
21.05.2018;SU26212RMFS9;-0,0095;7,37;98,6628
21.05.2018;SU26214RMFS5;0,0000;6,79;99,4641
21.05.2018;SU26215RMFS2;-0,1393;6,92;100,7587
21.05.2018;SU26216RMFS0;0,0632;6,73;100,0632
21.05.2018;SU26217RMFS8;0,0057;6,90;102,0218
21.05.2018;SU26218RMFS6;-0,0292;7,53;109,2227
21.05.2018;SU26219RMFS4;0,0540;7,34;103,3360
21.05.2018;SU26220RMFS2;0,0012;7,00;101,9583
21.05.2018;SU26221RMFS0;-0,0241;7,61;101,9859
21.05.2018;SU26222RMFS8;-0,0001;7,15;100,3435
21.05.2018;SU26225RMFS1;-0,0748;7,61;97,8849
22.05.2018;SU25083RMFS5;0,0116;6,92;100,5791
22.05.2018;SU26205RMFS3;-0,1059;6,75;102,4404
22.05.2018;SU26207RMFS9;0,0617;7,33;106,0703
22.05.2018;SU26208RMFS7;-0,0495;6,54;100,7492
22.05.2018;SU26210RMFS3;0,0844;6,81;100,1377
22.05.2018;SU26211RMFS1;-0,0857;6,91;100,7443
22.05.2018;SU26212RMFS9;0,0000;7,33;98,9039
22.05.2018;SU26214RMFS5;-0,0005;6,78;99,4810
22.05.2018;SU26215RMFS2;-0,1680;6,87;100,9555
22.05.2018;SU26216RMFS0;0,1350;6,77;100,0312
22.05.2018;SU26217RMFS8;0,0000;6,88;102,0674
22.05.2018;SU26218RMFS6;-0,0069;7,50;109,4937
22.05.2018;SU26219RMFS4;0,0526;7,30;103,5746
22.05.2018;SU26220RMFS2;0,0000;6,98;102,0297
22.05.2018;SU26221RMFS0;-0,0007;7,58;102,2606
22.05.2018;SU26222RMFS8;0,0000;7,12;100,4798
22.05.2018;SU26225RMFS1;-0,0508;7,58;98,1650
23.05.2018;SU25083RMFS5;0,0000;6,90;100,6229
23.05.2018;SU26205RMFS3;-0,1399;6,71;102,5318
23.05.2018;SU26207RMFS9;0,0271;7,30;106,2408
23.05.2018;SU26208RMFS7;-0,0714;6,54;100,7439
23.05.2018;SU26210RMFS3;0,1083;6,83;100,1132
23.05.2018;SU26211RMFS1;-0,0809;6,91;100,7470
23.05.2018;SU26212RMFS9;0,0000;7,34;98,8474
23.05.2018;SU26214RMFS5;-0,0019;6,77;99,4991
23.05.2018;SU26215RMFS2;-0,1727;6,86;100,9963
23.05.2018;SU26216RMFS0;0,1034;6,75;100,0457
23.05.2018;SU26217RMFS8;0,0022;6,88;102,0732
23.05.2018;SU26218RMFS6;-0,0302;7,49;109,5619
23.05.2018;SU26219RMFS4;0,0397;7,29;103,6293
23.05.2018;SU26220RMFS2;-0,0002;6,98;102,0463
23.05.2018;SU26221RMFS0;-0,0442;7,55;102,4864
23.05.2018;SU26222RMFS8;-0,0186;7,10;100,5841
23.05.2018;SU26225RMFS1;-0,0742;7,57;98,2333
24.05.2018;SU25083RMFS5;0,0120;6,89;100,6728
24.05.2018;SU26205RMFS3;-0,0521;6,78;102,3753
24.05.2018;SU26207RMFS9;0,0380;7,28;106,3763
24.05.2018;SU26208RMFS7;-0,0541;6,58;100,7146
24.05.2018;SU26210RMFS3;0,1004;6,83;100,1124
24.05.2018;SU26211RMFS1;-0,0633;6,90;100,8294
24.05.2018;SU26212RMFS9;-0,0306;7,28;99,2424
24.05.2018;SU26214RMFS5;0,0000;6,77;99,4991
24.05.2018;SU26215RMFS2;-0,1413;6,86;101,0108
24.05.2018;SU26216RMFS0;0,0355;6,70;100,0851
24.05.2018;SU26217RMFS8;0,0250;6,88;102,0798
24.05.2018;SU26218RMFS6;-0,0409;7,44;109,9832
24.05.2018;SU26219RMFS4;0,0504;7,27;103,7585
24.05.2018;SU26220RMFS2;0,0113;6,96;102,1263
24.05.2018;SU26221RMFS0;-0,0405;7,51;102,8398
24.05.2018;SU26222RMFS8;-0,0002;7,09;100,6516
24.05.2018;SU26225RMFS1;-0,0873;7,51;98,7534
25.05.2018;SU25083RMFS5;0,0000;6,90;100,5949
25.05.2018;SU26205RMFS3;-0,1020;6,75;102,3945
25.05.2018;SU26207RMFS9;0,0564;7,31;106,1512
25.05.2018;SU26208RMFS7;-0,0513;6,55;100,6927
25.05.2018;SU26210RMFS3;0,0833;6,81;100,1012
25.05.2018;SU26211RMFS1;-0,0717;6,91;100,7126
25.05.2018;SU26212RMFS9;-0,0112;7,31;99,0208
25.05.2018;SU26214RMFS5;0,0201;6,80;99,4176
25.05.2018;SU26215RMFS2;-0,1415;6,88;100,8873
25.05.2018;SU26216RMFS0;0,0694;6,71;100,0425
25.05.2018;SU26217RMFS8;0,0132;6,89;102,0057
25.05.2018;SU26218RMFS6;-0,0146;7,48;109,6172
25.05.2018;SU26219RMFS4;0,0984;7,33;103,3797
25.05.2018;SU26220RMFS2;0,0000;6,97;102,0359
25.05.2018;SU26221RMFS0;-0,0268;7,54;102,5519
25.05.2018;SU26222RMFS8;0,0000;7,10;100,5322
25.05.2018;SU26225RMFS1;-0,0757;7,54;98,4635
28.05.2018;SU25083RMFS5;0,0003;6,89;100,6565
28.05.2018;SU26205RMFS3;-0,1416;6,70;102,5444
28.05.2018;SU26207RMFS9;0,0641;7,31;106,1923
28.05.2018;SU26208RMFS7;-0,0569;6,56;100,7179
28.05.2018;SU26210RMFS3;0,0360;6,76;100,1997
28.05.2018;SU26211RMFS1;-0,0586;6,92;100,7145
28.05.2018;SU26212RMFS9;0,0000;7,31;99,0705
28.05.2018;SU26214RMFS5;0,0000;6,77;99,5029
28.05.2018;SU26215RMFS2;-0,1404;6,88;100,9224
28.05.2018;SU26216RMFS0;0,0986;6,75;100,0428
28.05.2018;SU26217RMFS8;0,0124;6,88;102,0684
28.05.2018;SU26218RMFS6;0,0000;7,47;109,7640
28.05.2018;SU26219RMFS4;0,0943;7,32;103,4724
28.05.2018;SU26220RMFS2;0,0000;6,97;102,0882
28.05.2018;SU26221RMFS0;-0,0052;7,53;102,6914
28.05.2018;SU26222RMFS8;-0,0040;7,10;100,5885
28.05.2018;SU26225RMFS1;-0,0505;7,53;98,6072
29.05.2018;SU25083RMFS5;0,0353;6,94;100,5220
29.05.2018;SU26205RMFS3;-0,0783;6,77;102,3756
29.05.2018;SU26207RMFS9;0,0742;7,35;105,9340
29.05.2018;SU26208RMFS7;-0,0669;6,54;100,7266
29.05.2018;SU26210RMFS3;0,0507;6,77;100,1857
29.05.2018;SU26211RMFS1;-0,0459;6,95;100,5990
29.05.2018;SU26212RMFS9;-0,0019;7,34;98,8663
29.05.2018;SU26214RMFS5;0,0202;6,79;102,6605
29.05.2018;SU26215RMFS2;-0,1599;6,88;100,9079
29.05.2018;SU26216RMFS0;0,0873;6,73;100,0576
29.05.2018;SU26217RMFS8;0,0044;6,88;102,0589
29.05.2018;SU26218RMFS6;-0,0109;7,50;109,4730
29.05.2018;SU26219RMFS4;0,0754;7,33;103,3922
29.05.2018;SU26220RMFS2;0,0000;6,98;102,0249
29.05.2018;SU26221RMFS0;-0,0119;7,57;102,3260
29.05.2018;SU26222RMFS8;0,0000;7,13;100,4536
29.05.2018;SU26225RMFS1;-0,0599;7,57;100,1846
30.05.2018;SU25083RMFS5;0,0793;6,99;100,3912
30.05.2018;SU26205RMFS3;-0,1068;6,75;102,4227
30.05.2018;SU26207RMFS9;0,0820;7,35;105,9484
30.05.2018;SU26208RMFS7;-0,0532;6,54;100,7256
30.05.2018;SU26210RMFS3;0,0559;6,78;100,1747
30.05.2018;SU26211RMFS1;-0,0673;6,93;100,6752
30.05.2018;SU26212RMFS9;0,0000;7,33;98,9091
30.05.2018;SU26214RMFS5;0,0014;6,78;99,4876
30.05.2018;SU26215RMFS2;-0,1589;6,88;100,9172
30.05.2018;SU26216RMFS0;0,1235;6,76;100,0357
30.05.2018;SU26217RMFS8;0,0000;6,88;102,0498
30.05.2018;SU26218RMFS6;-0,0033;7,50;109,4894
30.05.2018;SU26219RMFS4;0,0830;7,33;103,4060
30.05.2018;SU26220RMFS2;-0,0063;6,98;102,0406
30.05.2018;SU26221RMFS0;-0,0051;7,57;102,3425
30.05.2018;SU26222RMFS8;0,0000;7,12;100,4778
30.05.2018;SU26225RMFS1;-0,0538;7,57;98,2533
31.05.2018;SU25083RMFS5;0,0101;6,94;100,5129
31.05.2018;SU26205RMFS3;-0,1487;6,73;102,4593
31.05.2018;SU26207RMFS9;0,0666;7,37;105,8043
31.05.2018;SU26208RMFS7;-0,1018;6,52;100,7343
31.05.2018;SU26210RMFS3;0,0390;6,79;100,1590
31.05.2018;SU26211RMFS1;-0,0969;6,92;100,6986
31.05.2018;SU26212RMFS9;-0,0135;7,36;98,7235
31.05.2018;SU26214RMFS5;0,0000;6,80;99,4462
31.05.2018;SU26215RMFS2;-0,1794;6,88;100,9028
31.05.2018;SU26216RMFS0;0,1052;6,77;100,0244
31.05.2018;SU26217RMFS8;0,0000;6,91;101,9897
31.05.2018;SU26218RMFS6;-0,0408;7,51;109,3628
31.05.2018;SU26219RMFS4;0,0494;7,33;103,3794
31.05.2018;SU26220RMFS2;-0,0257;6,98;102,0284
31.05.2018;SU26221RMFS0;-0,0439;7,58;102,2166
31.05.2018;SU26222RMFS8;-0,0168;7,13;100,4308
31.05.2018;SU26225RMFS1;-0,1032;7,57;98,2039
01.06.2018;SU25083RMFS5;0,0356;6,94;100,4987
01.06.2018;SU26205RMFS3;-0,1232;6,73;102,3940
01.06.2018;SU26207RMFS9;0,0966;7,37;105,8346
01.06.2018;SU26208RMFS7;-0,0947;6,52;100,6849
01.06.2018;SU26210RMFS3;0,0482;6,78;100,1432
01.06.2018;SU26211RMFS1;-0,0496;6,94;100,5851
01.06.2018;SU26212RMFS9;0,0000;7,34;98,8076
01.06.2018;SU26214RMFS5;0,0000;6,78;99,4517
01.06.2018;SU26215RMFS2;-0,1417;6,89;100,7861
01.06.2018;SU26216RMFS0;0,1167;6,77;99,9981
01.06.2018;SU26217RMFS8;0,0000;6,88;102,0190
01.06.2018;SU26218RMFS6;-0,0198;7,50;109,4077
01.06.2018;SU26219RMFS4;0,0792;7,33;103,3988
01.06.2018;SU26220RMFS2;-0,0085;6,97;102,0289
01.06.2018;SU26221RMFS0;-0,0331;7,56;102,3350
01.06.2018;SU26222RMFS8;-0,0084;7,11;100,4921
01.06.2018;SU26225RMFS1;-0,0827;7,56;98,2083
04.06.2018;SU25083RMFS5;0,0299;6,92;100,5864
04.06.2018;SU26205RMFS3;-0,1296;6,71;102,5054
04.06.2018;SU26207RMFS9;0,0739;7,35;105,9438
04.06.2018;SU26208RMFS7;-0,0502;6,58;100,6860
04.06.2018;SU26210RMFS3;0,0368;6,77;100,1860
04.06.2018;SU26211RMFS1;-0,0620;6,92;100,7129
04.06.2018;SU26212RMFS9;-0,0236;7,32;98,9970
04.06.2018;SU26214RMFS5;0,0000;6,78;99,4982
04.06.2018;SU26215RMFS2;-0,1388;6,89;100,8808
04.06.2018;SU26216RMFS0;0,1053;6,77;100,0239
04.06.2018;SU26217RMFS8;-0,0046;6,86;102,1088
04.06.2018;SU26218RMFS6;-0,0229;7,49;109,5662
04.06.2018;SU26219RMFS4;0,0657;7,32;103,4583
04.06.2018;SU26220RMFS2;-0,0299;6,94;102,1758
04.06.2018;SU26221RMFS0;-0,0230;7,56;102,4274
04.06.2018;SU26222RMFS8;-0,0321;7,09;100,6261
04.06.2018;SU26225RMFS1;-0,0802;7,55;98,4200
05.06.2018;SU25083RMFS5;0,0239;6,92;100,5822
05.06.2018;SU26205RMFS3;-0,0972;6,75;102,4097
05.06.2018;SU26207RMFS9;0,0984;7,39;105,6912
05.06.2018;SU26208RMFS7;-0,0441;6,59;100,6763
05.06.2018;SU26210RMFS3;0,0376;6,78;100,1715
05.06.2018;SU26211RMFS1;-0,0483;6,94;100,6388
05.06.2018;SU26212RMFS9;0,0000;7,36;98,7273
05.06.2018;SU26214RMFS5;0,0051;6,79;99,4728
05.06.2018;SU26215RMFS2;-0,1360;6,90;100,8356
05.06.2018;SU26216RMFS0;0,1194;6,79;100,0064
05.06.2018;SU26217RMFS8;0,0000;6,87;102,0760
05.06.2018;SU26218RMFS6;-0,0043;7,53;109,2189
